docId,filename,0 2 00 1,1 murray haldane hood,2 hie end ae,3 1888 nervous toronto,4 shawville pills 1892,5 1885 war indians,6 1 4 good,7 000 2 3,8 tho 0 stair,9 mr tho government,10 1887 du portage,11 ami hut lie,12 1884 sidney pembroke,13 christmas sugar milk,14 ef te 1886,15 fort portage du,16 1889 isabel martha,17 1 mr day,18 dolores inez varian,19 1 ii lie
11,83471_1883-08-23.txt,3.200454646092202E-5,9.525384061660226E-6,2.2179277151004582E-5,8.129726454850769E-6,3.6281141528650636E-5,1.5455193805550862E-5,0.18164270121016413,0.15738685077668058,3.119521933173452E-4,0.11934994475029242,0.0014672248372336937,1.9927449780536652E-5,9.664904418343439E-6,2.59673189618137E-5,8.019071724861013E-6,0.046000384964074464,1.1127989229968255E-5,0.1979020375396956,0.11830242134036772,0.17743820038459587
12,83471_1883-08-30.txt,3.1357430759354547E-4,0.007663026803571593,2.085262038649944E-5,1.966328575524155E-4,3.411097964712274E-5,2.980148569308745E-4,0.12353036302311649,0.13304256932832217,0.02977564098216346,0.0688379400079641,0.0010959784473326141,1.87354864054143E-5,9.086796721794357E-6,1.1890878586033485E-4,7.539409755879443E-6,0.019908672720483522,1.0462366897609732E-5,0.13598230355121577,0.052733921415088154,0.4264016652529906
13,83471_1883-09-06.txt,3.445268940036564E-5,1.0254014969288167E-5,1.3207047347912136E-4,8.751598489324134E-6,3.905641661579405E-5,1.663741720118595E-5,0.1669738245068037,0.20870058577573958,0.0010931769044512695,0.09905051393213118,3.893172858254583E-4,2.145177213082852E-5,1.0404207740171649E-5,2.7953652642569543E-5,8.632479380803931E-6,0.10426559950070777,1.1979209174510051E-5,0.19031940566194755,0.11220455200162761,0.1166813804995419
14,83471_1883-09-13.txt,2.9595193478383502E-5,8.808298052433125E-6,2.050958601447904E-5,7.517707762283654E-6,3.354983969131042E-5,1.4291702320471339E-5,0.19845274565729262,0.2605055816206248,9.647252856791573E-6,0.12755903398526247,5.560662972032266E-5,1.8427279777448304E-5,8.937315095535251E-6,2.401245803399E-5,7.415383295747508E-6,0.09616391481056043,1.0290256563654192E-5,0.194900007716344,0.09025074052929213,0.03191936677796069
15,83471_1883-09-20.txt,4.817157481961211E-4,8.584113589444331E-6,1.1056234553509479E-4,7.326370767604108E-6,3.269594569842051E-5,1.3927956953223517E-5,0.22075540147331532,0.1590435487919654,9.401715729398444E-6,0.15628535435735655,6.882146729776061E-4,1.7958277729985758E-5,6.427331627589516E-4,2.3401304780847754E-5,7.226650612984347E-6,0.058301667296296905,1.0028354022663032E-5,0.22263699687297017,0.10896706732056825,0.07195618726817507
16,83471_1883-09-27.txt,3.316797194635565E-5,9.871649695807244E-6,2.298553560923587E-5,8.425257308841346E-6,1.4176014865293393E-4,1.601701918175636E-5,0.21064018085104147,0.1770656149448646,1.0811884448303316E-5,0.13577111366350753,3.7479990790945583E-4,2.0651850076684676E-5,1.1417636124103798E-4,0.007734760112585558,8.310580071202213E-6,0.0764207784581158,1.1532512577536513E-5,0.21780368355006766,0.10000019105932177,0.07379116668177645
17,83471_1883-10-04.txt,0.3362948609491335,0.002393069887729486,0.005572117611016801,0.0020424377063060126,0.009114940323942456,0.0038828207519687867,0.15839141135370857,0.14990495473564044,0.002621000126638875,0.11323816407706815,0.015107407849927314,0.005006389212272043,0.0024281216989890187,0.006523790397355621,0.002014637829622912,0.017311334859438417,0.002795693671229628,0.12743320579781842,0.0015700163905278993,0.03635362476966557
18,83471_1883-10-11.txt,0.0013834002872165291,1.1583767745180178E-5,2.697209830177061E-5,9.886516121054386E-6,6.552484499343424E-4,1.410204073338932E-4,0.1767713206104643,0.14104041589424973,0.008812918050209194,0.16689694519889484,4.3980441141282077E-4,2.4233663285094346E-5,1.1753437692038086E-5,3.1578715343288255E-5,9.751949505807215E-6,0.04090709002485296,3.802089778141857E-4,0.1525430562031414,0.12528866570745473,0.1846141456290268
19,83471_1883-10-18.txt,0.10428308732244337,8.24076706223257E-6,2.8004400200878763E-4,7.033331313511159E-6,9.878597268484822E-4,1.3370867907136725E-5,0.19097022658784912,0.1825936145798079,9.025666832574596E-6,0.09273292713306612,1.3897577574629544E-4,2.7809586168139894E-4,3.561693078493629E-4,1.0941726082758971E-4,6.9375997557831975E-6,0.04927442211568783,9.627240909299123E-6,0.22294889193638068,0.09043544399109894,0.06455658892492358
20,83471_1883-10-25.txt,0.043284851757937365,1.0523025032330273E-4,2.121140175216436E-5,7.774955549497157E-6,6.114211300553867E-4,3.031423744982743E-4,0.19418972056104045,0.16580185527703145,0.019234085748744686,0.11346882141802271,5.381121375746015E-4,1.1517838314626584E-4,1.053636821893669E-4,1.2095468013116468E-4,7.66912965095187E-6,0.0590839118442117,1.0642377956845345E-5,0.2037800465702862,0.08209291935891531,0.11711708696098229
21,83471_1883-11-01.txt,2.9325368341919748E-5,1.0082086525162321E-4,2.0322596128800006E-5,7.449167358101656E-6,1.2533683344209884E-4,1.4161402090072874E-5,0.23495404902075925,0.17193157133410633,0.0044300172569495515,0.12372536010595479,1.471925274254347E-4,3.866307713473172E-4,0.003232106427669392,5.763507767793837E-4,7.347775803633373E-6,0.06894860767975844,1.0196438292671674E-5,0.18778167972803478,0.09117767157944308,0.1123938023450633
22,83471_1883-11-08.txt,0.0010125992220657086,8.478901093016302E-6,1.974260523886814E-5,7.236573987751984E-6,3.229520285710534E-5,1.3757246826205542E-5,0.2040037345308518,0.16317780118993427,0.04152086833329926,0.09174458785285475,5.352715254502071E-5,6.439904817714582E-4,8.603093387743906E-6,0.003601699125461366,7.138076068404673E-6,0.04873008703611628,9.905439973263E-6,0.18179628615000634,0.09215411727525562,0.17145354451040576
23,83471_1883-11-15.txt,2.794836130908478E-5,6.226979754782728E-4,1.9368324814334726E-5,7.099382976153833E-6,3.168295021417892E-5,1.0126498220990592E-4,0.17213806458309228,0.21959134923576487,0.07127716925217763,0.07762992853047489,0.001193503474010737,1.7401889044580313E-5,8.439995893441274E-6,0.0010758988228025638,1.8253984307845116E-4,0.057811875933437125,9.748619793360398E-5,0.1741369009268642,0.02396627015687674,0.20006310918154696
24,83471_1883-11-22.txt,1.991335149316062E-4,8.140257848025678E-6,1.8954095049951567E-5,6.9475486917916926E-6,3.100534793685293E-5,1.3207788982995121E-5,0.23562366090005235,0.19934860479955946,0.05841509626771102,0.12707506774530766,9.10303725544134E-4,1.7029715381248142E-5,8.25948996203788E-6,0.04296791239232762,6.852984732124613E-6,0.06928738857186771,9.509821449257748E-6,0.19025356355087833,0.001980843732224684,0.07381851774956114
25,83471_1883-11-29.txt,2.410066623057374E-5,5.369701609152157E-4,9.238716789988431E-5,6.121999700056967E-6,1.030064193555937E-4,1.1638361065082292E-5,0.15404025815109756,0.1432675067000072,0.10755668308104753,0.08336620604466276,8.021360312776371E-4,1.5006143473198205E-5,7.278048317957078E-6,1.9554399496511128E-5,6.0386723916205344E-6,0.014810524609634283,8.379807993103421E-6,0.1666625963167048,0.002729377159955661,0.32593423005877376
26,83471_1883-12-06.txt,0.007505757053095492,0.0027110934971363437,1.9879551001495943E-5,7.286770916251276E-6,3.25192204642537E-5,3.7419344567717907E-4,0.2130760600242236,0.18737150310902137,0.05469106288022642,0.14372953952758183,3.241540250055416E-4,3.7820198212050715E-4,8.662769259833133E-6,0.03398539247404187,7.187589760192342E-6,0.048077169080894114,9.9741496503745E-6,0.1817060490766725,0.005410712884549764,0.12057360088870105
27,83471_1883-12-13.txt,1.2846959872332367E-4,9.234868577024796E-6,2.1502829523415214E-5,7.881777248215546E-6,7.172627311599067E-4,1.4983824557918496E-5,0.2083557897736795,0.16554637055311347,0.07747583792440328,0.1478654641379536,2.531818850926015E-4,0.0015783782664221715,9.37013369068831E-6,0.04289928644347661,7.774497386084353E-6,0.07119885249507454,1.0788595756357637E-5,0.1956664120583646,6.058701045315627E-6,0.08822709890475133
28,83471_1883-12-20.txt,3.0362756122604895E-5,9.036744626001022E-6,2.1041509959651354E-5,7.712682383845657E-6,3.441996759520384E-5,3.9606503755845046E-4,0.22247912578481127,0.14769215490810889,0.1024165155561387,0.12171366205442255,6.291528206175297E-4,1.8905198315203986E-5,1.9987044501578363E-4,0.0033619086320096215,7.607704093195796E-6,0.05670366846988812,2.966091441577191E-4,0.21521092082113133,1.0127938689649675E-4,0.12866998037614782
29,83471_1883-12-27.txt,0.3362948609491335,0.002393069887729486,0.005572117611016801,0.0020424377063060126,0.009114940323942456,0.0038828207519687867,0.13314107804304492,0.17515528804630406,0.002621000126638875,0.08798783076640453,0.015107407849927314,0.005006389212272043,0.0024281216989890187,0.006523790397355621,0.002014637829622912,0.017311334859438417,0.002795693671229628,0.12743320579781842,0.0015700163905278993,0.061603958080329195
30,83471_1884-01-03.txt,4.7493906174578526E-4,1.042317468860799E-5,1.3424923021890356E-4,8.895972956153746E-6,3.6963923408013516E-4,1.691188343050088E-5,0.22471813033499255,0.16210283024392852,0.13110698259241702,0.10926294403830848,0.0023753708640746234,2.180566041394809E-5,1.057584517841841E-5,0.021364438233653457,8.774888748594461E-6,0.03284929233078928,6.720538426450704E-4,0.2494386573193534,6.8383105676769675E-6,0.06504624693780886
31,83471_1884-01-10.txt,0.020447668451708978,1.4112476248025874E-5,9.263017195660442E-4,1.2044718696311768E-5,5.3752871775031114E-5,0.0012141534450571644,0.19704451828803798,0.19029365914687565,0.12241696643527479,0.07661033373187681,0.003811765468597714,2.952381341173299E-5,0.006715131765172793,3.8472272582533016E-5,1.1880776514179957E-5,0.052219520051755584,1.648684007695988E-5,0.19090567287446483,9.258742978609119E-6,0.13720877610932825
